batting_team,bowling_team,current_score,balls_left,wickets_left,current_run_rate,last_five_overs,runs_x
South Africa,Australia,67,52,8,5.911764705882353,30.0,146
England,New Zealand,110,40,6,8.25,32.0,191
West Indies,England,55,77,9,7.674418604651163,45.0,125
Pakistan,India,48,65,7,5.236363636363636,30.0,130
Pakistan,New Zealand,63,76,10,8.590909090909092,40.0,201
United Arab Emirates,Scotland,116,23,5,7.175257731958763,50.0,148
Scotland,United Arab Emirates,95,48,9,7.916666666666667,44.0,198
Bangladesh,Sri Lanka,129,21,5,7.818181818181818,45.0,155
Australia,Pakistan,45,89,9,8.709677419354838,40.0,108
Sri Lanka,Pakistan,104,21,6,6.303030303030303,34.0,145
Zimbabwe,Afghanistan,61,76,9,8.318181818181818,45.0,120
Ireland,United Arab Emirates,119,9,6,6.4324324324324325,38.0,125
West Indies,Australia,57,65,8,6.218181818181818,31.0,150
Pakistan,South Africa,132,44,8,10.421052631578949,62.0,195
Zimbabwe,Pakistan,58,80,10,8.7,47.0,172
India,England,110,48,10,9.166666666666666,48.0,218
New Zealand,West Indies,160,25,6,10.105263157894736,31.0,191
Australia,Pakistan,119,14,1,6.735849056603773,34.0,127
New Zealand,England,51,84,9,8.5,40.0,153
Zimbabwe,Pakistan,82,62,7,8.482758620689655,41.0,172
West Indies,Pakistan,71,36,5,5.071428571428571,34.0,103
Pakistan,Sri Lanka,23,77,8,3.209302325581396,12.0,122
New Zealand,West Indies,243,0,5,12.15,60.0,243
Pakistan,New Zealand,64,84,10,10.666666666666666,59.0,183
New Zealand,West Indies,113,49,8,9.549295774647888,56.0,238
Sri Lanka,South Africa,105,41,7,7.974683544303797,28.0,165
South Africa,England,78,42,7,6.0,25.0,142
Papua New Guinea,Netherlands,31,82,7,4.894736842105263,25.0,128
Netherlands,Ireland,106,51,8,9.217391304347826,42.0,167
Pakistan,India,100,25,6,6.315789473684211,37.0,130
Oman,Netherlands,39,87,8,7.090909090909091,30.0,146
Sri Lanka,India,81,57,9,7.714285714285714,24.0,171
India,England,31,93,10,6.888888888888889,30.0,218
West Indies,India,235,5,7,12.26086956521739,38.0,245
Scotland,Netherlands,74,55,6,6.830769230769231,31.0,153
Oman,Afghanistan,37,87,9,6.727272727272728,31.0,127
Bangladesh,Pakistan,73,67,9,8.264150943396226,46.0,140
West Indies,New Zealand,138,13,5,7.738317757009346,52.0,159
England,Pakistan,84,54,7,7.636363636363637,31.0,135
Bangladesh,Australia,133,15,6,7.6,35.0,153
New Zealand,England,137,26,5,8.74468085106383,40.0,176
Afghanistan,Netherlands,72,46,6,5.837837837837838,23.0,128
West Indies,Sri Lanka,102,43,6,7.9480519480519485,30.0,162
Afghanistan,Ireland,37,74,8,4.826086956521739,26.0,139
Sri Lanka,Ireland,78,52,8,6.882352941176471,50.0,144
New Zealand,West Indies,142,9,4,7.675675675675675,40.0,155
Afghanistan,Scotland,83,57,9,7.904761904761905,44.0,170
Australia,Sri Lanka,66,51,7,5.739130434782608,35.0,137
Ireland,Afghanistan,125,14,3,7.075471698113208,29.0,142
South Africa,Pakistan,103,35,8,7.270588235294118,44.0,188
New Zealand,Sri Lanka,45,79,8,6.585365853658536,37.0,142
Sri Lanka,Bangladesh,62,83,9,10.054054054054054,43.0,198
Sri Lanka,Bangladesh,87,65,9,9.49090909090909,31.0,214
Zimbabwe,New Zealand,91,33,6,6.275862068965517,35.0,123
Afghanistan,Ireland,61,72,8,7.625,48.0,184
Ireland,United Arab Emirates,36,68,6,4.153846153846154,20.0,134
Australia,Sri Lanka,32,86,6,5.647058823529412,30.0,168
Bangladesh,Pakistan,123,27,3,7.935483870967742,38.0,140
Ireland,Afghanistan,51,74,9,6.652173913043479,38.0,125
Sri Lanka,New Zealand,92,32,4,6.2727272727272725,29.0,142
South Africa,India,44,87,8,8.0,35.0,172
Bangladesh,Sri Lanka,108,22,6,6.612244897959184,44.0,147
Papua New Guinea,Namibia,153,20,7,9.18,30.0,197
Sri Lanka,West Indies,159,17,9,9.262135922330096,50.0,195
West Indies,England,62,85,9,10.628571428571428,53.0,208
Bangladesh,Australia,113,15,4,6.457142857142857,33.0,123
South Africa,India,63,63,8,6.631578947368421,20.0,172
Pakistan,Bangladesh,43,73,10,5.48936170212766,37.0,141
Pakistan,Australia,115,21,7,6.96969696969697,32.0,147
West Indies,New Zealand,32,91,9,6.620689655172414,26.0,209
New Zealand,Sri Lanka,105,41,8,7.974683544303797,46.0,174
Oman,Scotland,87,56,8,8.15625,32.0,167
Afghanistan,Pakistan,100,28,4,6.521739130434782,36.0,137
West Indies,Bangladesh,99,46,8,8.027027027027026,55.0,171
Sri Lanka,Australia,119,8,2,6.375,34.0,128
Zimbabwe,India,112,28,4,7.304347826086956,36.0,170
Pakistan,England,48,85,9,8.228571428571428,36.0,126
England,Australia,94,35,4,6.635294117647059,27.0,130
Pakistan,Zimbabwe,161,1,5,8.117647058823529,50.0,161
Sri Lanka,England,73,44,6,5.7631578947368425,33.0,128
Sri Lanka,New Zealand,89,37,8,6.433734939759036,42.0,135
India,West Indies,89,28,6,5.804347826086956,25.0,159
Papua New Guinea,Namibia,42,91,10,8.689655172413794,40.0,197
New Zealand,Sri Lanka,164,0,3,8.2,46.0,164
India,Australia,89,45,8,7.12,49.0,188
Bangladesh,West Indies,100,18,2,5.882352941176471,26.0,118
West Indies,New Zealand,121,32,8,8.25,54.0,209
New Zealand,England,146,27,7,9.419354838709678,47.0,196
Bangladesh,Sri Lanka,66,85,10,11.314285714285717,60.0,176
Australia,South Africa,43,83,8,6.972972972972973,35.0,144
Pakistan,West Indies,42,84,8,7.0,37.0,137
England,Pakistan,79,53,9,7.074626865671642,40.0,148
West Indies,Afghanistan,73,69,9,8.588235294117647,40.0,112
India,Bangladesh,93,48,9,7.75,34.0,180
India,West Indies,45,84,9,7.5,42.0,159
South Africa,Sri Lanka,105,34,8,7.325581395348837,38.0,163
Australia,England,70,68,8,8.076923076923077,33.0,147
New Zealand,Ireland,125,40,8,9.375,42.0,198
Australia,India,110,45,7,8.8,41.0,197
South Africa,New Zealand,70,50,7,6.0,28.0,170
Ireland,Oman,77,62,8,7.9655172413793105,43.0,183
South Africa,England,183,17,6,10.66019417475728,54.0,222
Afghanistan,Pakistan,95,35,5,6.705882352941177,46.0,137
India,Ireland,157,24,7,9.8125,33.0,213
India,Sri Lanka,100,48,8,8.333333333333334,51.0,174
England,South Africa,167,0,3,8.35,40.0,168
Bangladesh,Ireland,66,58,6,6.387096774193548,26.0,137
Netherlands,United Arab Emirates,153,5,6,7.982608695652174,49.0,157
Pakistan,Bangladesh,20,83,7,3.2432432432432434,19.0,129
Bangladesh,Zimbabwe,46,79,8,6.7317073170731705,31.0,135
Pakistan,Zimbabwe,133,6,5,7.0,46.0,136
Pakistan,South Africa,43,57,5,4.095238095238095,25.0,98
Papua New Guinea,Netherlands,40,70,7,4.8,19.0,128
New Zealand,England,34,81,8,5.230769230769231,33.0,123
Sri Lanka,Pakistan,47,73,6,6.0,35.0,132
Bangladesh,India,72,56,7,6.75,33.0,139
South Africa,England,150,15,6,8.571428571428571,44.0,179
Sri Lanka,Pakistan,73,48,9,6.083333333333333,27.0,124
Zimbabwe,Australia,44,84,7,7.333333333333333,43.0,151
West Indies,South Africa,116,8,3,6.214285714285714,43.0,131
New Zealand,India,78,38,6,5.7073170731707314,28.0,126
Zimbabwe,West Indies,32,57,6,3.0476190476190474,19.0,105
Bangladesh,Sri Lanka,60,58,7,5.806451612903226,32.0,147
England,Sri Lanka,47,76,9,6.409090909090909,41.0,171
India,West Indies,122,58,10,11.806451612903226,50.0,240
Australia,England,104,49,8,8.788732394366198,54.0,195
Australia,England,46,79,10,6.7317073170731705,40.0,157
West Indies,India,104,3,2,5.333333333333333,41.0,109
England,Pakistan,152,1,2,7.663865546218488,52.0,154
Pakistan,Sri Lanka,109,42,7,8.384615384615385,60.0,189
Australia,Pakistan,101,45,7,8.08,43.0,193
United Arab Emirates,Ireland,101,15,5,5.771428571428571,23.0,123
Sri Lanka,South Africa,112,13,5,6.280373831775701,30.0,134
Bangladesh,Sri Lanka,139,30,7,9.266666666666667,39.0,193
Ireland,Afghanistan,108,17,4,6.29126213592233,32.0,125
South Africa,Sri Lanka,141,20,7,8.46,42.0,180
Bangladesh,New Zealand,43,74,5,5.608695652173913,25.0,78
Zimbabwe,Afghanistan,81,33,3,5.586206896551724,14.0,120
Pakistan,Australia,106,28,8,6.913043478260869,35.0,147
England,Pakistan,64,70,9,7.68,40.0,135
Pakistan,New Zealand,31,83,8,5.027027027027027,26.0,148
Oman,Scotland,125,9,3,6.756756756756757,51.0,133
New Zealand,West Indies,56,89,10,10.838709677419354,52.0,243
Afghanistan,United Arab Emirates,82,66,9,9.11111111111111,55.0,189
West Indies,South Africa,42,70,7,5.04,18.0,131
Zimbabwe,Pakistan,99,46,7,8.027027027027026,39.0,172
South Africa,Pakistan,157,5,7,8.191304347826087,50.0,188
Sri Lanka,Pakistan,118,15,6,6.742857142857143,37.0,145
Australia,South Africa,155,24,6,9.6875,41.0,196
Sri Lanka,Zimbabwe,85,61,8,8.64406779661017,40.0,173
Sri Lanka,Pakistan,92,58,7,8.903225806451612,31.0,141
West Indies,Bangladesh,129,27,6,8.32258064516129,43.0,197
Zimbabwe,India,79,57,8,7.523809523809524,31.0,145
Zimbabwe,Pakistan,40,88,10,7.5,36.0,175
Sri Lanka,New Zealand,55,69,7,6.470588235294118,36.0,142
England,West Indies,80,61,9,8.135593220338983,38.0,182
South Africa,Bangladesh,111,23,6,6.865979381443299,30.0,148
India,Sri Lanka,118,14,8,6.679245283018868,37.0,130
West Indies,Pakistan,80,21,5,4.848484848484849,23.0,103
New Zealand,England,111,54,9,10.090909090909092,55.0,201
New Zealand,Ireland,187,6,5,9.842105263157896,59.0,198
England,India,39,85,9,6.685714285714286,37.0,153
Afghanistan,Netherlands,24,90,7,4.8,23.0,90
England,Pakistan,180,3,5,9.23076923076923,42.0,185
West Indies,England,52,78,9,7.428571428571429,44.0,169
Afghanistan,Zimbabwe,43,82,9,6.789473684210527,40.0,215
Australia,West Indies,77,63,6,8.105263157894736,37.0,178
Ireland,India,53,55,5,4.892307692307693,25.0,112
India,West Indies,56,68,6,6.461538461538462,37.0,159
South Africa,England,58,88,10,10.875,56.0,241
New Zealand,Bangladesh,33,86,9,5.823529411764706,25.0,191
Bangladesh,West Indies,74,81,8,11.384615384615383,65.0,184
Sri Lanka,West Indies,158,0,5,7.834710743801651,59.0,158
Pakistan,Bangladesh,59,37,6,4.265060240963855,31.0,129
Pakistan,New Zealand,76,78,10,10.857142857142858,63.0,183
England,Pakistan,47,83,8,7.621621621621622,40.0,150
Sri Lanka,India,208,2,6,10.576271186440678,67.0,215
New Zealand,England,100,37,7,7.228915662650603,41.0,149
Sri Lanka,Pakistan,133,36,9,9.5,58.0,211
Netherlands,Ireland,79,71,8,9.673469387755102,47.0,167
Australia,New Zealand,61,67,7,6.90566037735849,27.0,150
New Zealand,England,148,0,4,7.4,51.0,148
Netherlands,Ireland,38,77,8,5.3023255813953485,29.0,158
India,West Indies,183,4,8,9.46551724137931,61.0,192
South Africa,Australia,31,89,8,6.0,30.0,156
Sri Lanka,Australia,139,12,3,7.722222222222222,21.0,157
Pakistan,Bangladesh,78,71,9,9.551020408163266,42.0,201
Ireland,Namibia,49,80,8,7.35,38.0,135
New Zealand,India,111,6,4,5.842105263157895,32.0,126
Sri Lanka,England,102,38,5,7.463414634146342,28.0,140
Pakistan,West Indies,117,23,5,7.237113402061856,29.0,137
England,West Indies,82,67,10,9.283018867924527,30.0,165
Australia,South Africa,71,77,7,9.906976744186046,51.0,157
Australia,Pakistan,68,78,10,9.714285714285714,53.0,183
New Zealand,England,45,86,9,7.9411764705882355,42.0,196
Sri Lanka,Bangladesh,79,68,8,9.115384615384617,39.0,198
New Zealand,Sri Lanka,123,31,8,8.292134831460674,41.0,170
Scotland,Netherlands,80,41,5,6.075949367088608,42.0,148
Netherlands,United Arab Emirates,131,21,8,7.9393939393939394,49.0,157
Zimbabwe,India,91,4,1,4.706896551724138,17.0,99
England,Australia,73,63,8,7.684210526315789,25.0,162
Sri Lanka,Australia,137,7,6,7.274336283185841,45.0,161
West Indies,India,125,25,8,7.894736842105263,53.0,169
India,Zimbabwe,93,22,5,5.6938775510204085,26.0,138
Pakistan,Australia,129,11,6,7.10091743119266,37.0,147
Bangladesh,Australia,68,60,8,6.8,47.0,153
India,New Zealand,92,48,4,7.666666666666667,33.0,162
India,England,82,42,6,6.307692307692308,41.0,148
United Arab Emirates,Afghanistan,72,71,9,8.816326530612244,48.0,179
Netherlands,Scotland,56,69,5,6.588235294117647,24.0,123
India,New Zealand,118,27,4,7.612903225806452,32.0,165
South Africa,Australia,69,61,8,7.016949152542373,43.0,156
New Zealand,India,123,40,7,9.225,41.0,203
Zimbabwe,Scotland,105,34,6,7.325581395348837,45.0,147
Zimbabwe,Bangladesh,109,23,3,6.742268041237113,32.0,131
New Zealand,Ireland,133,32,8,9.068181818181818,40.0,198
Sri Lanka,England,154,7,2,8.176991150442477,36.0,163
West Indies,Sri Lanka,104,41,6,7.89873417721519,30.0,162
South Africa,New Zealand,159,7,7,8.442477876106194,60.0,170
England,South Africa,65,65,7,7.090909090909091,43.0,171
England,India,98,49,8,8.28169014084507,41.0,159
New Zealand,England,126,10,5,6.872727272727273,49.0,148
Ireland,Afghanistan,158,37,8,11.421686746987952,54.0,225
New Zealand,India,109,52,9,9.617647058823527,39.0,203
New Zealand,England,183,14,7,10.358490566037736,59.0,201
India,England,129,30,5,8.6,49.0,165
Australia,Pakistan,94,34,4,6.558139534883721,25.0,108
Sri Lanka,West Indies,71,58,7,6.870967741935484,26.0,160
Sri Lanka,Bangladesh,103,47,6,8.465753424657533,35.0,168
Sri Lanka,England,75,40,6,5.625,30.0,128
West Indies,New Zealand,96,58,5,9.290322580645162,37.0,180
Papua New Guinea,Netherlands,88,23,5,5.443298969072165,24.0,128
West Indies,South Africa,101,14,4,5.716981132075472,40.0,131
South Africa,Afghanistan,193,3,6,9.897435897435898,64.0,209
India,Australia,60,37,4,4.337349397590361,21.0,74
Australia,Sri Lanka,95,64,10,10.178571428571429,54.0,233
Australia,Sri Lanka,118,22,4,7.224489795918367,43.0,159
Sri Lanka,Pakistan,74,67,8,8.377358490566039,47.0,182
India,Pakistan,104,38,7,7.609756097560975,47.0,157
Australia,Sri Lanka,65,68,7,7.5,33.0,159
Pakistan,Australia,138,4,4,7.137931034482759,37.0,147
United Arab Emirates,Pakistan,100,26,5,6.382978723404255,59.0,129
Netherlands,Ireland,51,70,8,6.12,36.0,114
Zimbabwe,India,23,82,8,3.631578947368421,19.0,140
Sri Lanka,Bangladesh,61,61,7,6.203389830508475,24.0,147
Pakistan,England,60,61,7,6.101694915254237,19.0,126
Sri Lanka,New Zealand,121,15,7,6.914285714285715,43.0,135
Scotland,Netherlands,225,15,8,12.857142857142858,59.0,252
England,New Zealand,127,30,6,8.466666666666667,33.0,194
Pakistan,New Zealand,140,17,5,8.155339805825243,42.0,183
Pakistan,South Africa,37,88,9,6.9375,33.0,195
England,Australia,59,77,8,8.232558139534884,48.0,179
Pakistan,Australia,57,71,8,6.979591836734694,41.0,191
Sri Lanka,Pakistan,153,16,5,8.826923076923077,45.0,182
England,New Zealand,117,42,6,9.0,42.0,184
Australia,India,89,47,8,7.315068493150685,24.0,171
India,Zimbabwe,95,18,5,5.588235294117647,26.0,138
New Zealand,Sri Lanka,109,47,7,8.95890410958904,29.0,162
New Zealand,Pakistan,33,90,10,6.6,33.0,143
Zimbabwe,India,139,1,5,7.008403361344538,66.0,140
South Africa,England,43,84,7,7.166666666666667,35.0,154
England,Netherlands,134,21,7,8.121212121212121,31.0,162
Zimbabwe,India,57,77,7,7.953488372093023,40.0,111
Pakistan,Sri Lanka,119,26,8,7.595744680851064,36.0,180
Scotland,Netherlands,119,56,10,11.15625,52.0,252
Zimbabwe,Ireland,56,83,9,9.08108108108108,48.0,163
Zimbabwe,New Zealand,72,48,4,6.0,13.0,84
Sri Lanka,West Indies,101,61,10,10.271186440677964,54.0,192
Ireland,United Arab Emirates,106,16,3,6.115384615384615,34.0,134
South Africa,England,184,5,6,9.6,64.0,196
Sri Lanka,England,54,88,10,10.125,49.0,163
West Indies,Australia,187,3,4,9.58974358974359,56.0,191
Sri Lanka,Pakistan,47,96,10,11.75,45.0,150
Netherlands,United Arab Emirates,41,79,9,6.0,27.0,157
Bangladesh,Australia,109,35,8,7.694117647058824,52.0,153
Afghanistan,Zimbabwe,73,63,8,7.684210526315789,26.0,197
Pakistan,England,191,4,7,9.879310344827584,64.0,195
United Arab Emirates,Scotland,86,39,2,6.37037037037037,28.0,109
Netherlands,Namibia,50,59,7,4.918032786885246,26.0,140
New Zealand,Australia,67,83,10,10.864864864864863,52.0,243
United Arab Emirates,Ireland,119,19,5,7.069306930693069,46.0,133
Pakistan,Australia,68,57,8,6.476190476190476,39.0,149
Pakistan,West Indies,58,71,8,7.1020408163265305,40.0,160
Australia,India,73,70,8,8.76,43.0,197
Netherlands,Papua New Guinea,82,24,3,5.125,23.0,126
Ireland,Netherlands,152,25,6,9.6,36.0,181
Pakistan,South Africa,137,12,6,7.611111111111111,38.0,149
Sri Lanka,Pakistan,83,31,3,5.595505617977528,26.0,102
Sri Lanka,Pakistan,150,18,7,8.823529411764707,50.0,165
Netherlands,Ireland,154,18,3,9.058823529411764,22.0,182
South Africa,Sri Lanka,59,59,7,5.80327868852459,31.0,145
Sri Lanka,New Zealand,45,76,6,6.136363636363637,21.0,115
New Zealand,Ireland,125,41,8,9.49367088607595,46.0,198
New Zealand,West Indies,78,74,10,10.173913043478262,50.0,243
Pakistan,Australia,180,7,6,9.557522123893806,50.0,191
Bangladesh,India,33,90,7,6.6,32.0,166
India,Ireland,93,65,9,10.145454545454545,45.0,213
Afghanistan,West Indies,55,44,3,4.342105263157895,17.0,110
Bangladesh,Australia,105,28,5,6.8478260869565215,40.0,156
England,Pakistan,114,6,4,6.0,36.0,129
England,Pakistan,125,22,5,7.653061224489796,34.0,150
South Africa,Australia,120,24,7,7.5,32.0,145
Zimbabwe,Australia,142,7,3,7.539823008849558,44.0,151
South Africa,Australia,73,65,9,7.963636363636364,38.0,201
Australia,West Indies,174,0,2,8.557377049180328,43.0,178
New Zealand,Australia,89,52,6,7.852941176470588,27.0,214
Australia,South Africa,82,72,9,10.25,45.0,182
United Arab Emirates,Oman,97,48,9,8.083333333333334,46.0,172
New Zealand,Sri Lanka,69,76,10,9.409090909090908,35.0,182
Ireland,Afghanistan,47,71,4,5.755102040816326,20.0,71
India,South Africa,114,36,6,8.142857142857142,36.0,168
Bangladesh,Sri Lanka,113,47,7,9.287671232876711,33.0,193
Pakistan,New Zealand,148,14,6,8.377358490566039,30.0,177
New Zealand,England,24,89,9,4.645161290322581,24.0,139
India,England,114,41,6,8.658227848101266,48.0,165
India,New Zealand,59,77,6,8.232558139534884,34.0,162
Pakistan,New Zealand,75,54,4,6.818181818181818,16.0,143
Bangladesh,India,116,22,5,7.1020408163265305,39.0,139
United Arab Emirates,Netherlands,73,55,8,6.7384615384615385,29.0,119
Australia,India,160,8,7,8.571428571428571,44.0,171
England,Australia,96,30,4,6.4,24.0,130
Sri Lanka,West Indies,62,85,10,10.628571428571428,54.0,192
Afghanistan,United Arab Emirates,36,89,10,6.967741935483871,35.0,161
South Africa,Australia,87,33,5,6.0,25.0,146
Sri Lanka,West Indies,189,3,6,9.692307692307692,42.0,192
West Indies,India,78,16,3,4.5,23.0,95
Papua New Guinea,United Arab Emirates,61,46,5,4.945945945945946,36.0,102
United Arab Emirates,Australia,53,41,7,4.025316455696203,28.0,117
South Africa,West Indies,64,79,9,9.365853658536585,54.0,183
India,Pakistan,96,31,5,6.47191011235955,32.0,141
Pakistan,New Zealand,48,61,5,4.88135593220339,23.0,153
Oman,Afghanistan,83,48,7,6.916666666666667,30.0,127
New Zealand,West Indies,108,38,5,7.902439024390244,42.0,189
South Africa,Pakistan,52,54,7,4.727272727272728,24.0,133
India,West Indies,108,20,6,6.48,37.0,159
Oman,United Arab Emirates,117,9,3,6.324324324324325,23.0,133
England,Sri Lanka,91,39,7,6.7407407407407405,39.0,171
South Africa,Australia,144,2,5,7.322033898305085,50.0,146
Australia,Pakistan,108,2,1,5.491525423728813,14.0,108
Australia,Sri Lanka,87,35,5,6.141176470588236,18.0,159
Ireland,Scotland,127,18,6,7.470588235294118,33.0,159
India,England,55,76,9,7.5,42.0,144
United Arab Emirates,Scotland,52,75,7,6.933333333333334,29.0,109
Pakistan,India,71,23,2,4.391752577319588,19.0,83
New Zealand,England,67,54,6,6.090909090909091,34.0,123
Pakistan,New Zealand,37,79,9,5.414634146341464,31.0,166
England,Australia,101,44,6,7.973684210526316,37.0,162
Sri Lanka,West Indies,108,46,8,8.756756756756756,38.0,215
England,West Indies,92,43,7,7.1688311688311686,53.0,152
Zimbabwe,India,85,27,4,5.483870967741935,12.0,111
Scotland,Papua New Guinea,137,4,4,7.086206896551724,39.0,146
Australia,Sri Lanka,87,37,5,6.289156626506024,20.0,159
United Arab Emirates,Australia,88,15,5,5.0285714285714285,35.0,117
Sri Lanka,Australia,92,11,2,5.064220183486238,23.0,101
Pakistan,South Africa,46,71,8,5.63265306122449,28.0,176
West Indies,New Zealand,108,54,5,9.818181818181818,45.0,180
Sri Lanka,England,174,6,4,9.157894736842104,66.0,183
New Zealand,South Africa,84,15,1,4.8,22.0,86
New Zealand,Bangladesh,143,19,8,8.495049504950495,47.0,191
England,South Africa,100,53,9,8.955223880597014,53.0,181
Pakistan,West Indies,100,35,7,7.0588235294117645,37.0,160
Pakistan,Australia,159,14,5,9.0,51.0,194
West Indies,India,50,54,9,4.545454545454546,26.0,129
Pakistan,New Zealand,124,36,8,8.857142857142858,38.0,177
New Zealand,Pakistan,106,25,6,6.694736842105264,42.0,144
South Africa,Australia,96,25,4,6.063157894736842,28.0,128
India,Ireland,53,85,10,9.085714285714284,52.0,208
Netherlands,Scotland,37,92,9,7.928571428571429,37.0,123
England,South Africa,44,88,9,8.25,43.0,204
Pakistan,Sri Lanka,63,65,7,6.872727272727273,39.0,189
Sri Lanka,England,108,32,4,7.363636363636363,30.0,140
Afghanistan,Bangladesh,101,33,6,6.965517241379311,44.0,164
India,England,74,47,4,6.082191780821918,32.0,120
West Indies,Pakistan,67,29,4,4.417582417582418,22.0,111
New Zealand,India,74,58,7,7.161290322580645,34.0,132
Pakistan,West Indies,40,83,9,6.486486486486487,38.0,160
Australia,England,51,75,9,6.8,36.0,195
